Flight ID,Engine,TOW (kg),TOW2_OpenAP (kg),Fuel Burnt (kg) ,Fuel Burnt OpenAP (kg),Total Dust (g),Total Dust OPENAP (g),takeoff,climb,cruise,step climb,descent,landing,unknown
2022_05_09_0445_89621B_UAE837_B77W_A6-EGZ,GE90-115B,215788.9,217485.61,7188.9,8885.609761487472,4.7772657472104365,4.713431967946621,23.6,613.54,1093.31,0.0,1149.99,0.0,91.53
2022_05_09_0621_8963D8_UAE828_B77W_A6-EPI,GE90-115B,216174.5,218179.96,7574.5,9579.956026934544,6.5461918606038,6.52829092813622,20.9,599.62,1328.84,0.0,1374.23,0.0,62.09
2022_05_09_0644_896215_UAE820_B77W_A6-EGT,GE90-115B,219519.02,221122.34,10919.02,12522.34131357444,10.425760907462342,9.388363103323591,0.0,903.93,1985.95,0.0,1757.35,0.0,141.0
2022_05_09_0718_89621B_UAE838_B77W_A6-EGZ,GE90-115B,216173.09,217007.5,7573.09,8407.495454193935,5.494887494197747,4.768480470170836,25.96,626.48,1256.75,0.0,1219.05,0.0,35.23
2022_05_09_1127_89644A_UAE857_B77W_A6-EPU,GE90-115B,220636.18,221544.63,12036.18,12944.630213459255,2.4828788874914745,2.4487673892140647,17.2,1095.41,1878.44,0.0,1511.19,0.0,43.13
2022_05_09_1207_896317_UAE825_B77W_A6-ENU,GE90-115B,216897.77,219145.7,8297.77,10545.69513602875,4.053389904432174,6.15017447639344,26.2,628.13,1584.62,0.0,1362.87,0.0,164.21
2022_05_09_1219_89610F_UAE839_B77W_A6-ECH,GE90-115B,216567.57,216885.37,7967.57,8285.37118225318,2.6946969836151395,3.3803102913595198,9.17,808.97,767.61,0.0,1148.38,0.0,149.93
2022_05_09_1330_70605D_KAC785_B77W_9K-AOK,GE90-115B,223821.64,229626.18,15221.64,21026.176718531355,3.7987755573624193,3.8070937422528264,27.14,837.84,4978.88,0.0,1407.95,0.0,102.66
2022_05_09_1447_89644A_UAE858_B77W_A6-EPU,GE90-115B,219666.63,220439.15,11066.63,11839.151212518016,3.408547359124131,3.2477410619635867,24.92,983.13,1521.5,0.0,1950.8,0.0,89.15
2022_05_09_1451_89610F_UAE840_B77W_A6-ECH,GE90-115B,215542.71,216844.55,6942.71,8244.55074116838,3.2102998658128206,2.8744575929947596,13.43,655.57,656.74,0.0,1547.68,0.0,54.73
2022_05_09_1454_89610D_UAE817_B77W_A6-ECF,GE90-115B,221983.09,224308.05,13383.09,15708.049154880802,4.576467846860507,6.410041708496344,26.48,1086.84,2699.1,0.0,1451.08,0.0,117.21
2022_05_09_1507_896317_UAE826_B77W_A6-ENU,GE90-115B,215889.87,218678.29,7289.87,10078.28516935404,4.954373836376281,5.137837782052942,23.95,561.81,1128.06,0.0,1543.21,0.0,301.12
2022_05_09_1606_06A2B4_QTR1188_B77W_A7-BEP,GE90-115B,225507.67,228624.02,16907.67,20024.015029005703,4.597674568103399,3.8066879579349124,28.01,1189.01,4519.72,0.0,1302.01,0.0,74.0
2022_05_09_1637_06A2B5_QTR41U_B77W_A7-BEQ,GE90-115B,215304.73,215758.87,6704.73,7158.870422993301,2.9838462385913527,2.5359648368627545,41.51,567.57,877.39,0.0,1251.59,0.0,25.71
2022_05_09_1652_8963DE_UAE859_B77W_A6-EPO,GE90-115B,220220.08,221409.88,11620.08,12809.875262031363,1.7059209655601848,2.3200035827477947,28.17,1007.84,1905.72,0.0,1592.71,0.0,55.1
2022_05_09_1702_06A1BB_QTR1082_B77W_A7-BEE,GE90-115B,217822.43,217702.84,9222.43,9102.842930053721,3.1920777005984506,3.4096931214237785,20.9,919.34,825.09,0.0,1633.87,0.0,57.13
2022_05_09_1708_896450_UAE821_B77W_A6-EQA,GE90-115B,216923.94,218858.83,8323.94,10258.831654583739,1.6400560879472468,2.228541355351447,25.49,674.3,1463.68,0.0,1318.91,0.0,57.11
2022_05_09_1737_70605D_KAC786_B77W_9K-AOK,GE90-115B,221303.81,224216.37,12703.81,15616.37241299811,2.1494652447197704,2.48353049804214,26.49,934.28,3043.34,0.0,1306.42,0.0,53.47
2022_05_09_1842_89610D_UAE818_B77W_A6-ECF,GE90-115B,220818.24,222235.7,12218.24,13635.699234697986,9.255887107289215,7.285112739107393,0.0,1008.57,2212.94,0.0,2049.87,0.0,126.69
2022_05_09_2000_06A2B5_QTR8U_B77W_A7-BEQ,GE90-115B,215804.96,217014.51,7204.96,8414.506860987829,1.4782370807129466,2.0103339711523716,32.36,525.3,1299.53,0.0,1432.78,0.0,153.13
2022_05_09_2003_896450_UAE822_B77W_A6-EQA,GE90-115B,216525.28,218314.67,7925.28,9714.671033846125,3.140659201568348,2.568857988066169,23.95,673.62,1144.25,0.0,1528.95,0.0,39.69
2022_05_09_2021_06A1BB_QTR9M_B77W_A7-BEE,GE90-115B,216931.89,218138.42,8331.89,9538.418959285187,3.8798400958893597,3.9481818154734616,31.26,702.6,1169.49,0.0,1654.2,0.0,49.87
2022_05_09_2028_8963DE_UAE860_B77W_A6-EPO,GE90-115B,219596.49,220954.95,10996.49,12354.947483704582,3.1040880292737767,2.7831473830755953,25.13,935.94,1679.96,0.0,1885.58,0.0,170.38
2022_05_09_2046_06A2B4_QTR1189_B77W_A7-BEP,GE90-115B,223389.35,225321.78,14789.35,16721.782164257427,2.245462635892946,2.473774312499489,28.71,1206.24,2870.96,0.0,1833.42,0.0,114.9
2022_05_09_2142_896452_UAE853_B77W_A6-EQC,GE90-115B,220173.16,221899.63,11573.16,13299.633253912716,1.1005080772348335,1.371183898617668,29.5,1000.18,1960.94,0.0,1454.52,0.0,57.19
2022_05_09_2145_89617B_UAE801_B77W_A6-EGC,GE90-115B,227864.16,234838.77,19264.16,26238.77475588653,1.2187876618927267,1.5486539103663428,31.19,1117.69,6141.55,0.0,1665.0,0.0,64.22
2022_05_09_2151_896314_UAE815_B77W_A6-ENR,GE90-115B,221155.98,223617.9,12555.98,15017.898248472107,3.6445615362591335,6.861492767313471,31.68,1030.51,2268.33,0.0,1811.7,0.0,73.38
2022_05_09_2211_89644A_UAE83DH_B77W_A6-EPU,GE90-115B,215654.16,217480.13,7054.16,8880.132821582918,1.289953761906501,1.8016331442384788,24.03,612.76,933.33,0.0,1290.0,0.0,131.56
2022_05_09_2246_8963D0_UAE866_B77W_A6-EPA,GE90-115B,214608.19,215759.45,6008.19,7159.454380013911,0.9011108434862108,1.1763871041202376,27.01,487.38,976.02,0.0,992.01,0.0,66.75
2022_05_10_0032_89644A_UAE836_B77W_A6-EPU,GE90-115B,215359.17,217997.02,6759.17,9397.016409336831,2.2150280041196098,2.115644587967489,24.98,499.67,1164.99,0.0,1421.34,0.0,194.13
2022_05_10_0051_896452_UAE854_B77W_A6-EQC,GE90-115B,218999.65,220924.05,10399.65,12324.04917329427,1.7921836822522907,1.5721750042610492,28.24,867.65,1616.89,0.0,1870.58,0.0,130.5
2022_05_10_0057_8963D0_UAE867_B77W_A6-EPA,GE90-115B,213953.2,214833.71,5353.2,6233.7064211475945,1.7814723174728717,1.7301230360847695,24.09,467.09,621.75,0.0,1142.89,0.0,38.18
2022_05_10_0113_896314_UAE816_B77W_A6-ENR,GE90-115B,220258.29,221727.87,11658.29,13127.872012182805,9.896875305700236,7.826810776989278,0.0,1013.34,1871.07,0.0,1911.03,0.0,196.7
2022_05_10_0236_89617B_UAE802_B77W_A6-EGC,GE90-115B,226848.11,232162.63,18248.11,23562.629708727647,2.189275060788113,1.822798439094888,28.05,1086.13,5691.97,0.0,1616.79,0.0,49.73
2022_05_10_0314_8964A1_UAE819_B77W_A6-EQI,GE90-115B,221259.5,222605.48,12659.5,14005.47539303385,2.919817163077666,4.8579907156796,18.74,1095.64,2286.55,0.0,1382.57,0.0,104.95
2022_05_10_0329_896213_UAE827_B77W_A6-EGR,GE90-115B,216688.14,218929.83,8088.14,10329.82740751067,1.656011778696793,2.6693300337471144,27.07,681.87,1259.56,0.0,1315.13,0.0,93.56
2022_05_10_0343_710064_SVA1018_B77W_HZ-AK24,GE90-115B,218631.02,220101.15,10031.02,11501.146993617745,3.1569726451979396,3.256228005520944,25.02,874.02,1658.54,0.0,1302.81,0.0,36.79
2022_05_10_0456_8960DE_UAE837_B77W_A6-EBW,GE90-115B,215734.07,217603.63,7134.07,9003.626383570936,1.1989557751947006,1.6405523162480393,27.88,635.34,895.41,0.0,1264.78,0.0,74.94
2022_05_10_0608_710064_SVA1025_B77W_HZ-AK24,GE90-115B,219353.63,221682.25,10753.63,13082.254523982763,8.997084258709291,7.53350145749346,0.0,826.69,2279.39,0.0,1715.95,0.0,59.23
2022_05_10_0623_896213_UAE828_B77W_A6-EGR,GE90-115B,216122.33,218608.22,7522.33,10008.217916496327,1.9212173689732686,1.8801277889104826,25.91,577.55,1278.78,0.0,1488.95,0.0,151.63
2022_05_10_0649_8964A1_UAE820_B77W_A6-EQI,GE90-115B,219906.97,221285.56,11306.97,12685.556321599433,8.497157905958396,6.486376508473303,0.0,1002.27,1842.45,0.0,1750.41,0.0,25.07
2022_05_10_0724_8960DE_UAE838_B77W_A6-EBW,GE90-115B,215530.16,217015.04,6930.16,8415.041247133817,1.9605721178114255,1.9014522945054908,29.82,518.52,1209.04,0.0,1448.1,0.0,52.33
2022_05_10_1109_8960DE_UAE857_B77W_A6-EBW,GE90-115B,221441.49,222965.02,12841.49,14365.021579579326,2.2169746419797516,3.5885373686466195,27.98,1186.41,1703.5,0.0,1935.91,0.0,112.45
2022_05_10_1221_896111_UAE839_B77W_A6-ECJ,GE90-115B,215994.13,217315.28,7394.13,8715.281678939691,1.312327074310164,1.5140110601712715,23.56,667.9,944.52,0.0,1256.97,0.0,66.59
2022_05_10_1302_706056_KAC775_B77W_9K-AOC,GE90-115B,216025.91,217412.96,7425.91,8812.956784845152,6.368607373228096,7.419055923933755,31.03,657.48,1026.95,0.0,1143.77,0.0,41.25
2022_05_10_1850_89617A_UAE818_B77W_A6-EGB,GE90-115B,221212.51,222223.15,12612.51,13623.151702433293,10.15201811401855,7.603446218680299,0.0,1118.68,1989.3,0.0,2064.23,0.0,63.63
2022_05_10_1952_71005E_SVA9060_B77W_HZ-AK19,GE90-115B,219550.76,221574.15,10950.76,12974.148380488317,9.068192356320736,8.498677630414093,0.0,823.0,2277.94,0.0,1991.41,0.0,114.77
